"0";"2";"23-OCT-2017 09:38:45";"CC11LIST V0734";"C:\Users\Administrator\Desktop\Ì©ÖÝÍò´ïÏ£¶û¶Ù¾Æµê170217\DCR002C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"1033";"2";"2607";"1504";"2570";"64091";"????";"¾Æµê20²ãÌ½²âÆ÷";"Ïû·ÀµçÌÝÇ°ÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:013:043:001";"0";"255"
"1034";"2";"2571";"1601";"2545";"0";"ZONE";"¾Æµê20²ãÌ½²âÆ÷";"Â¥ÌÝÇ°ÊÒÑÌ¸Ð";"A";"0E59";"-";"LOG";"05:013:044:000";"0";"255"
"1035";"2";"2608";"1504";"2571";"64150";"????";"¾Æµê20²ãÌ½²âÆ÷";"Â¥ÌÝÇ°ÊÒÑÌ¸Ð";"X";"0000";"-";"LOG";"05:013:044:001";"0";"255"
"1036";"2";"477";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"A";"0360";"-";"LOG";"05:014:000:000";"0";"0"
"1037";"2";"486";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"(»ú·¿²ã)Èõµç¾®ÑÌ¸Ð";"A";"0369";"-";"LOG";"05:014:001:000";"0";"255"
"1038";"2";"534";"1504";"486";"63548";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"(»ú·¿²ã)Èõµç¾®ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:001:001";"0";"255"
"1039";"2";"487";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Î÷ÄÏÂ¥ÌÝ¼äÑÌ¸Ð";"A";"036A";"-";"LOG";"05:014:002:000";"0";"255"
"1040";"2";"533";"1504";"487";"63670";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Î÷ÄÏÂ¥ÌÝ¼äÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:002:001";"0";"255"
"1041";"2";"488";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"µçÌÝ»ú·¿ÑÌ¸Ð";"A";"036B";"-";"LOG";"05:014:003:000";"0";"255"
"1042";"2";"532";"1504";"488";"63667";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"µçÌÝ»ú·¿ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:003:001";"0";"255"
"1043";"2";"489";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"¶¡Àà¿â·¿ÑÌ¸Ð";"A";"036C";"-";"LOG";"05:014:004:000";"0";"255"
"1044";"2";"531";"1504";"489";"63668";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"¶¡Àà¿â·¿ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:004:001";"0";"255"
"1045";"2";"490";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Ïû·ÀµçÌÝ»ú·¿ÑÌ¸Ð";"A";"036D";"-";"LOG";"05:014:005:000";"0";"255"
"1046";"2";"530";"1504";"490";"63669";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Ïû·ÀµçÌÝ»ú·¿ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:005:001";"0";"255"
"1047";"2";"491";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"µçÊÓÇ°¶Ë»ú·¿ÑÌ¸Ð";"A";"036E";"-";"LOG";"05:014:006:000";"0";"255"
"1048";"2";"529";"1504";"491";"63666";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"µçÊÓÇ°¶Ë»ú·¿ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:006:001";"0";"255"
"1049";"2";"492";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"±±ÈÈ»ØÊÕºÍ¿Õµ÷»ú·¿ÑÌ¸Ð";"A";"036F";"-";"LOG";"05:014:007:000";"0";"255"
"1050";"2";"528";"1504";"492";"63619";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"±±ÈÈ»ØÊÕºÍ¿Õµ÷»ú·¿ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:007:001";"0";"255"
"1051";"2";"493";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"¶«ÄÏÈÈ»ØÊÕºÍ¿Õµ÷»ú·¿ÑÌ¸Ð";"A";"0370";"-";"LOG";"05:014:008:000";"0";"255"
"1052";"2";"527";"1504";"493";"63663";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"¶«ÄÏÈÈ»ØÊÕºÍ¿Õµ÷»ú·¿ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:008:001";"0";"255"
"1053";"2";"494";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Ïû·ÀË®Ïä¼äÑÌ¸Ð";"A";"0371";"-";"LOG";"05:014:009:000";"0";"255"
"1054";"2";"526";"1504";"494";"63646";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Ïû·ÀË®Ïä¼äÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:009:001";"0";"255"
"1055";"2";"495";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Î÷ÄÏÈÈ»ØÊÕºÍ¿Õµ÷»ú·¿ÑÌ¸Ð";"A";"0372";"-";"LOG";"05:014:010:000";"0";"255"
"1056";"2";"525";"1504";"495";"63665";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Î÷ÄÏÈÈ»ØÊÕºÍ¿Õµ÷»ú·¿ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:010:001";"0";"255"
"1057";"2";"497";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Ç¿µç¾®ÑÌ¸Ð";"A";"0374";"-";"LOG";"05:014:011:000";"0";"255"
"1058";"2";"522";"1504";"497";"63701";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Ç¿µç¾®ÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:011:001";"0";"255"
"1059";"2";"498";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Èõµç¾®ÃÅ¿ÚÑÌ¸Ð";"A";"0375";"-";"LOG";"05:014:012:000";"0";"255"
"1060";"2";"521";"1504";"498";"63686";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"Èõµç¾®ÃÅ¿ÚÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:012:001";"0";"255"
"1061";"2";"3824";"1601";"477";"0";"ZONE";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"±±Â¥ÌÝ¼äÑÌ¸Ð";"A";"1505";"-";"LOG";"05:014:013:000";"0";"255"
"1062";"2";"3825";"1504";"3824";"63634";"????";"¾Æµê»ú·¿ÎÝ¶¥²ãÌ½²âÆ÷";"±±Â¥ÌÝ¼äÑÌ¸Ð";"X";"0000";"-";"LOG";"05:014:013:001";"0";"255"
"1063";"2";"484";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê6²ãÊÖ±¨";"A";"0367";"-";"LOG";"05:015:000:000";"0";"0"
"1064";"2";"3187";"1605";"484";"0";"ZONE";"¾Æµê6²ãÊÖ±¨";"612ÃÅ¿ÚÊÖ±¨";"A";"1184";"-";"LOG";"05:015:001:000";"0";"255"
"1065";"2";"3190";"1502";"3187";"65222";"ELEM";"¾Æµê6²ãÊÖ±¨";"612ÃÅ¿ÚÊÖ±¨";"A";"1187";"-";"LOG";"05:015:001:001";"0";"255"
"1066";"2";"3188";"1605";"484";"0";"ZONE";"¾Æµê6²ãÊÖ±¨";"602ÃÅ¿ÚÊÖ±¨";"A";"1185";"-";"LOG";"05:015:002:000";"0";"255"
"1067";"2";"3192";"1502";"3188";"65191";"ELEM";"¾Æµê6²ãÊÖ±¨";"602ÃÅ¿ÚÊÖ±¨";"A";"1189";"-";"LOG";"05:015:002:001";"0";"255"
"1068";"2";"3189";"1605";"484";"0";"ZONE";"¾Æµê6²ãÊÖ±¨";"621ÃÅ¿ÚÊÖ±¨";"A";"1186";"-";"LOG";"05:015:003:000";"0";"255"
"1069";"2";"3193";"1502";"3189";"65176";"ELEM";"¾Æµê6²ãÊÖ±¨";"621ÃÅ¿ÚÊÖ±¨";"A";"118A";"-";"LOG";"05:015:003:001";"0";"255"
"1070";"2";"485";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê7²ãÊÖ±¨";"A";"0368";"-";"LOG";"05:016:000:000";"0";"0"
"1071";"2";"3194";"1605";"485";"0";"ZONE";"¾Æµê7²ãÊÖ±¨";"721ÃÅ¿ÚÊÖ±¨";"A";"118B";"-";"LOG";"05:016:001:000";"0";"255"
"1072";"2";"3195";"1502";"3194";"65349";"ELEM";"¾Æµê7²ãÊÖ±¨";"721ÃÅ¿ÚÊÖ±¨";"A";"118C";"-";"LOG";"05:016:001:001";"0";"255"
"1073";"2";"3196";"1605";"485";"0";"ZONE";"¾Æµê7²ãÊÖ±¨";"702ÃÅ¿ÚÊÖ±¨";"A";"118D";"-";"LOG";"05:016:002:000";"0";"255"
"1074";"2";"3197";"1502";"3196";"65334";"ELEM";"¾Æµê7²ãÊÖ±¨";"702ÃÅ¿ÚÊÖ±¨";"A";"118E";"-";"LOG";"05:016:002:001";"0";"255"
"1075";"2";"3198";"1605";"485";"0";"ZONE";"¾Æµê7²ãÊÖ±¨";"712ÃÅ¿ÚÊÖ±¨";"A";"118F";"-";"LOG";"05:016:003:000";"0";"255"
"1076";"2";"3199";"1502";"3198";"65298";"ELEM";"¾Æµê7²ãÊÖ±¨";"712ÃÅ¿ÚÊÖ±¨";"A";"1190";"-";"LOG";"05:016:003:001";"0";"255"
"1077";"2";"760";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê8²ãÊÖ±¨";"A";"04BC";"-";"LOG";"05:017:000:000";"0";"0"
"1078";"2";"3200";"1605";"760";"0";"ZONE";"¾Æµê8²ãÊÖ±¨";"821ÃÅ¿ÚÊÖ±¨";"A";"1191";"-";"LOG";"05:017:001:000";"0";"255"
"1079";"2";"3201";"1502";"3200";"65473";"ELEM";"¾Æµê8²ãÊÖ±¨";"821ÃÅ¿ÚÊÖ±¨";"A";"1192";"-";"LOG";"05:017:001:001";"0";"255"
"1080";"2";"3202";"1605";"760";"0";"ZONE";"¾Æµê8²ãÊÖ±¨";"802ÃÅ¿ÚÊÖ±¨";"A";"1193";"-";"LOG";"05:017:002:000";"0";"255"
"1081";"2";"3203";"1502";"3202";"65461";"ELEM";"¾Æµê8²ãÊÖ±¨";"802ÃÅ¿ÚÊÖ±¨";"A";"1194";"-";"LOG";"05:017:002:001";"0";"255"
"1082";"2";"3204";"1605";"760";"0";"ZONE";"¾Æµê8²ãÊÖ±¨";"812ÃÅ¿ÚÊÖ±¨";"A";"1195";"-";"LOG";"05:017:003:000";"0";"255"
"1083";"2";"3205";"1502";"3204";"65430";"ELEM";"¾Æµê8²ãÊÖ±¨";"812ÃÅ¿ÚÊÖ±¨";"A";"1196";"-";"LOG";"05:017:003:001";"0";"255"
"1084";"2";"761";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê9²ãÊÖ±¨";"A";"04BD";"-";"LOG";"05:018:000:000";"0";"0"
"1085";"2";"3206";"1605";"761";"0";"ZONE";"¾Æµê9²ãÊÖ±¨";"902ÃÅ¿ÚÊÖ±¨";"A";"1197";"-";"LOG";"05:018:001:000";"0";"255"
"1086";"2";"3207";"1502";"3206";"64808";"ELEM";"¾Æµê9²ãÊÖ±¨";"902ÃÅ¿ÚÊÖ±¨";"A";"1198";"-";"LOG";"05:018:001:001";"0";"255"
"1087";"2";"3208";"1605";"761";"0";"ZONE";"¾Æµê9²ãÊÖ±¨";"921ÃÅ¿ÚÊÖ±¨";"A";"1199";"-";"LOG";"05:018:002:000";"0";"255"
"1088";"2";"3209";"1502";"3208";"64792";"ELEM";"¾Æµê9²ãÊÖ±¨";"921ÃÅ¿ÚÊÖ±¨";"A";"119A";"-";"LOG";"05:018:002:001";"0";"255"
"1089";"2";"3210";"1605";"761";"0";"ZONE";"¾Æµê9²ãÊÖ±¨";"912ÃÅ¿ÚÊÖ±¨";"A";"119B";"-";"LOG";"05:018:003:000";"0";"255"
"1090";"2";"3211";"1502";"3210";"63765";"ELEM";"¾Æµê9²ãÊÖ±¨";"912ÃÅ¿ÚÊÖ±¨";"A";"119C";"-";"LOG";"05:018:003:001";"0";"255"
"1091";"2";"762";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê10²ãÊÖ±¨";"A";"04BE";"-";"LOG";"05:019:000:000";"0";"0"
"1092";"2";"3212";"1605";"762";"0";"ZONE";"¾Æµê10²ãÊÖ±¨";"1021ÃÅ¿ÚÊÖ±¨";"A";"119D";"-";"LOG";"05:019:001:000";"0";"255"
"1093";"2";"3213";"1502";"3212";"64734";"ELEM";"¾Æµê10²ãÊÖ±¨";"1021ÃÅ¿ÚÊÖ±¨";"A";"119E";"-";"LOG";"05:019:001:001";"0";"255"
"1094";"2";"3214";"1605";"762";"0";"ZONE";"¾Æµê10²ãÊÖ±¨";"1002ÃÅ¿ÚÊÖ±¨";"A";"119F";"-";"LOG";"05:019:002:000";"0";"255"
"1095";"2";"3215";"1502";"3214";"64719";"ELEM";"¾Æµê10²ãÊÖ±¨";"1002ÃÅ¿ÚÊÖ±¨";"A";"11A0";"-";"LOG";"05:019:002:001";"0";"255"
"1096";"2";"3216";"1605";"762";"0";"ZONE";"¾Æµê10²ãÊÖ±¨";"1012ÃÅ¿ÚÊÖ±¨";"A";"11A1";"-";"LOG";"05:019:003:000";"0";"255"
"1097";"2";"3217";"1502";"3216";"64689";"ELEM";"¾Æµê10²ãÊÖ±¨";"1012ÃÅ¿ÚÊÖ±¨";"A";"11A2";"-";"LOG";"05:019:003:001";"0";"255"
"1098";"2";"763";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê11²ãÊÖ±¨";"A";"04BF";"-";"LOG";"05:020:000:000";"0";"0"
"1099";"2";"3218";"1605";"763";"0";"ZONE";"¾Æµê11²ãÊÖ±¨";"1112ÃÅ¿ÚÊÖ±¨";"A";"11A3";"-";"LOG";"05:020:001:000";"0";"255"
"1100";"2";"3219";"1502";"3218";"65120";"ELEM";"¾Æµê11²ãÊÖ±¨";"1112ÃÅ¿ÚÊÖ±¨";"A";"11A4";"-";"LOG";"05:020:001:001";"0";"255"
"1101";"2";"3220";"1605";"763";"0";"ZONE";"¾Æµê11²ãÊÖ±¨";"1102ÃÅ¿ÚÊÖ±¨";"A";"11A5";"-";"LOG";"05:020:002:000";"0";"255"
"1102";"2";"3221";"1502";"3220";"65092";"ELEM";"¾Æµê11²ãÊÖ±¨";"1102ÃÅ¿ÚÊÖ±¨";"A";"11A6";"-";"LOG";"05:020:002:001";"0";"255"
"1103";"2";"3222";"1605";"763";"0";"ZONE";"¾Æµê11²ãÊÖ±¨";"1121ÃÅ¿ÚÊÖ±¨";"A";"11A7";"-";"LOG";"05:020:003:000";"0";"255"
"1104";"2";"3223";"1502";"3222";"65075";"ELEM";"¾Æµê11²ãÊÖ±¨";"1121ÃÅ¿ÚÊÖ±¨";"A";"11A8";"-";"LOG";"05:020:003:001";"0";"255"
"1105";"2";"764";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê12²ãÊÖ±¨";"A";"0501";"-";"LOG";"05:021:000:000";"0";"0"
"1106";"2";"3224";"1605";"764";"0";"ZONE";"¾Æµê12²ãÊÖ±¨";"1221ÃÅ¿ÚÊÖ±¨";"A";"11A9";"-";"LOG";"05:021:001:000";"0";"255"
"1107";"2";"3225";"1502";"3224";"65025";"ELEM";"¾Æµê12²ãÊÖ±¨";"1221ÃÅ¿ÚÊÖ±¨";"A";"11AA";"-";"LOG";"05:021:001:001";"0";"255"
"1108";"2";"3226";"1605";"764";"0";"ZONE";"¾Æµê12²ãÊÖ±¨";"1202ÃÅ¿ÚÊÖ±¨";"A";"11AB";"-";"LOG";"05:021:002:000";"0";"255"
"1109";"2";"3227";"1502";"3226";"65010";"ELEM";"¾Æµê12²ãÊÖ±¨";"1202ÃÅ¿ÚÊÖ±¨";"A";"11AC";"-";"LOG";"05:021:002:001";"0";"255"
"1110";"2";"3228";"1605";"764";"0";"ZONE";"¾Æµê12²ãÊÖ±¨";"1212ÃÅ¿ÚÊÖ±¨";"A";"11AD";"-";"LOG";"05:021:003:000";"0";"255"
"1111";"2";"3229";"1502";"3228";"64981";"ELEM";"¾Æµê12²ãÊÖ±¨";"1212ÃÅ¿ÚÊÖ±¨";"A";"11AE";"-";"LOG";"05:021:003:001";"0";"255"
"1112";"2";"765";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê15²ãÊÖ±¨";"A";"0502";"-";"LOG";"05:022:000:000";"0";"0"
"1113";"2";"3230";"1605";"765";"0";"ZONE";"¾Æµê15²ãÊÖ±¨";"1521ÃÅ¿ÚÊÖ±¨";"A";"11AF";"-";"LOG";"05:022:001:000";"0";"255"
"1114";"2";"3231";"1502";"3230";"64613";"ELEM";"¾Æµê15²ãÊÖ±¨";"1521ÃÅ¿ÚÊÖ±¨";"A";"11B0";"-";"LOG";"05:022:001:001";"0";"255"
"1115";"2";"3232";"1605";"765";"0";"ZONE";"¾Æµê15²ãÊÖ±¨";"1502ÃÅ¿ÚÊÖ±¨";"A";"11B1";"-";"LOG";"05:022:002:000";"0";"255"
"1116";"2";"3233";"1502";"3232";"64599";"ELEM";"¾Æµê15²ãÊÖ±¨";"1502ÃÅ¿ÚÊÖ±¨";"A";"11B2";"-";"LOG";"05:022:002:001";"0";"255"
"1117";"2";"3234";"1605";"765";"0";"ZONE";"¾Æµê15²ãÊÖ±¨";"1512ÃÅ¿ÚÊÖ±¨";"A";"11B3";"-";"LOG";"05:022:003:000";"0";"255"
"1118";"2";"3235";"1502";"3234";"64571";"ELEM";"¾Æµê15²ãÊÖ±¨";"1512ÃÅ¿ÚÊÖ±¨";"A";"11B4";"-";"LOG";"05:022:003:001";"0";"255"
"1119";"2";"766";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê16²ãÊÖ±¨";"A";"0503";"-";"LOG";"05:023:000:000";"0";"0"
"1120";"2";"3236";"1605";"766";"0";"ZONE";"¾Æµê16²ãÊÖ±¨";"1621ÃÅ¿Ú";"A";"11B5";"-";"LOG";"05:023:001:000";"0";"255"
"1121";"2";"3237";"1502";"3236";"64494";"ELEM";"¾Æµê16²ãÊÖ±¨";"1621ÃÅ¿Ú";"A";"11B6";"-";"LOG";"05:023:001:001";"0";"255"
"1122";"2";"3238";"1605";"766";"0";"ZONE";"¾Æµê16²ãÊÖ±¨";"1602ÃÅ¿Ú";"A";"11B7";"-";"LOG";"05:023:002:000";"0";"255"
"1123";"2";"3239";"1502";"3238";"64480";"ELEM";"¾Æµê16²ãÊÖ±¨";"1602ÃÅ¿Ú";"A";"11B8";"-";"LOG";"05:023:002:001";"0";"255"
"1124";"2";"3240";"1605";"766";"0";"ZONE";"¾Æµê16²ãÊÖ±¨";"1612ÃÅ¿Ú";"A";"11B9";"-";"LOG";"05:023:003:000";"0";"255"
"1125";"2";"3241";"1502";"3240";"64452";"ELEM";"¾Æµê16²ãÊÖ±¨";"1612ÃÅ¿Ú";"A";"11BA";"-";"LOG";"05:023:003:001";"0";"255"
"1126";"2";"880";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê17²ãÊÖ±¨";"A";"0575";"-";"LOG";"05:024:000:000";"0";"0"
"1127";"2";"3242";"1605";"880";"0";"ZONE";"¾Æµê17²ãÊÖ±¨";"1721ÃÅ¿Ú";"A";"11BB";"-";"LOG";"05:024:001:000";"0";"255"
"1128";"2";"3243";"1502";"3242";"64263";"ELEM";"¾Æµê17²ãÊÖ±¨";"1721ÃÅ¿Ú";"A";"11BC";"-";"LOG";"05:024:001:001";"0";"255"
"1129";"2";"3244";"1605";"880";"0";"ZONE";"¾Æµê17²ãÊÖ±¨";"1702ÃÅ¿Ú";"A";"11BD";"-";"LOG";"05:024:002:000";"0";"255"
"1130";"2";"3245";"1502";"3244";"64249";"ELEM";"¾Æµê17²ãÊÖ±¨";"1702ÃÅ¿Ú";"A";"11BE";"-";"LOG";"05:024:002:001";"0";"255"
"1131";"2";"3246";"1605";"880";"0";"ZONE";"¾Æµê17²ãÊÖ±¨";"1712ÃÅ¿Ú";"A";"11BF";"-";"LOG";"05:024:003:000";"0";"255"
"1132";"2";"3247";"1502";"3246";"64220";"ELEM";"¾Æµê17²ãÊÖ±¨";"1712ÃÅ¿Ú";"A";"1201";"-";"LOG";"05:024:003:001";"0";"255"
"1133";"2";"767";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê18²ãÊÖ±¨";"A";"0504";"-";"LOG";"05:025:000:000";"0";"0"
"1134";"2";"3248";"1605";"767";"0";"ZONE";"¾Æµê18²ãÊÖ±¨";"1812ÃÅ¿ÚÊÖ±¨";"A";"1202";"-";"LOG";"05:025:001:000";"0";"255"
"1135";"2";"3249";"1502";"3248";"64357";"ELEM";"¾Æµê18²ãÊÖ±¨";"1812ÃÅ¿ÚÊÖ±¨";"A";"1203";"-";"LOG";"05:025:001:001";"0";"255"
"1136";"2";"3250";"1605";"767";"0";"ZONE";"¾Æµê18²ãÊÖ±¨";"1802ÃÅ¿ÚÊÖ±¨";"A";"1204";"-";"LOG";"05:025:002:000";"0";"255"
"1137";"2";"3251";"1502";"3250";"64328";"ELEM";"¾Æµê18²ãÊÖ±¨";"1802ÃÅ¿ÚÊÖ±¨";"A";"1205";"-";"LOG";"05:025:002:001";"0";"255"
"1138";"2";"3252";"1605";"767";"0";"ZONE";"¾Æµê18²ãÊÖ±¨";"1821ÃÅ¿ÚÊÖ±¨";"A";"1206";"-";"LOG";"05:025:003:000";"0";"255"
"1139";"2";"3253";"1502";"3252";"64315";"ELEM";"¾Æµê18²ãÊÖ±¨";"1821ÃÅ¿ÚÊÖ±¨";"A";"1207";"-";"LOG";"05:025:003:001";"0";"255"
"1140";"2";"768";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê19²ãÊÖ±¨";"A";"0505";"-";"LOG";"05:026:000:000";"0";"0"
"1141";"2";"3254";"1605";"768";"0";"ZONE";"¾Æµê19²ãÊÖ±¨";"1912ÃÅ¿ÚÊÖ±¨";"A";"1208";"-";"LOG";"05:026:001:000";"0";"255"
"1142";"2";"3255";"1502";"3254";"64013";"ELEM";"¾Æµê19²ãÊÖ±¨";"1912ÃÅ¿ÚÊÖ±¨";"A";"1209";"-";"LOG";"05:026:001:001";"0";"255"
"1143";"2";"3256";"1605";"768";"0";"ZONE";"¾Æµê19²ãÊÖ±¨";"ÐÐÕþ¾ÆÀÈÃÅ¿ÚÊÖ±¨";"A";"120A";"-";"LOG";"05:026:002:000";"0";"255"
"1144";"2";"3257";"1502";"3256";"63986";"ELEM";"¾Æµê19²ãÊÖ±¨";"ÐÐÕþ¾ÆÀÈÃÅ¿ÚÊÖ±¨";"A";"120B";"-";"LOG";"05:026:002:001";"0";"255"
"1145";"2";"3258";"1605";"768";"0";"ZONE";"¾Æµê19²ãÊÖ±¨";"1921ÃÅ¿ÚÊÖ±¨";"A";"120C";"-";"LOG";"05:026:003:000";"0";"255"
"1146";"2";"3259";"1502";"3258";"63967";"ELEM";"¾Æµê19²ãÊÖ±¨";"1921ÃÅ¿ÚÊÖ±¨";"A";"120D";"-";"LOG";"05:026:003:001";"0";"255"
"1147";"2";"769";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê20²ãÊÖ±¨";"A";"0506";"-";"LOG";"05:027:000:000";"0";"0"
"1148";"2";"3260";"1605";"769";"0";"ZONE";"¾Æµê20²ãÊÖ±¨";"2021ÃÅ¿ÚÊÖ±¨";"A";"120E";"-";"LOG";"05:027:001:000";"0";"255"
"1149";"2";"3261";"1502";"3260";"64154";"ELEM";"¾Æµê20²ãÊÖ±¨";"2021ÃÅ¿ÚÊÖ±¨";"A";"120F";"-";"LOG";"05:027:001:001";"0";"255"
"1150";"2";"3262";"1605";"769";"0";"ZONE";"¾Æµê20²ãÊÖ±¨";"2002ÃÅ¿ÚÊÖ±¨";"A";"1210";"-";"LOG";"05:027:002:000";"0";"255"
"1151";"2";"3263";"1502";"3262";"64137";"ELEM";"¾Æµê20²ãÊÖ±¨";"2002ÃÅ¿ÚÊÖ±¨";"A";"1211";"-";"LOG";"05:027:002:001";"0";"255"
"1152";"2";"3264";"1605";"769";"0";"ZONE";"¾Æµê20²ãÊÖ±¨";"2012ÃÅ¿ÚÊÖ±¨";"A";"1212";"-";"LOG";"05:027:003:000";"0";"255"
"1153";"2";"3265";"1502";"3264";"64106";"ELEM";"¾Æµê20²ãÊÖ±¨";"2012ÃÅ¿ÚÊÖ±¨";"A";"1213";"-";"LOG";"05:027:003:001";"0";"255"
"1154";"2";"3817";"1701";"1";"0";"SECT";"Ï£¶û¶Ù±ê×¼²ãÌ½²â·ÖÇø";"¾Æµê»ú·¿²ãÊÖ±¨";"A";"14BD";"-";"LOG";"05:028:000:000";"0";"0"
"1155";"2";"3818";"1605";"3817";"0";"ZONE";"¾Æµê»ú·¿²ãÊÖ±¨";"Î÷±±µçÌÝ»ú·¿ÊÖ±¨";"A";"14BE";"-";"LOG";"05:028:001:000";"0";"255"
"1156";"2";"3821";"1502";"3818";"63685";"ELEM";"¾Æµê»ú·¿²ãÊÖ±¨";"Î÷±±µçÌÝ»ú·¿ÊÖ±¨";"A";"1502";"-";"LOG";"05:028:001:001";"0";"255"
"1157";"2";"3819";"1605";"3817";"0";"ZONE";"¾Æµê»ú·¿²ãÊÖ±¨";"µçÊÓÇ°¶Ë»ú·¿ÊÖ±¨";"A";"14BF";"-";"LOG";"05:028:002:000";"0";"255"
"1158";"2";"3822";"1502";"3819";"63664";"ELEM";"¾Æµê»ú·¿²ãÊÖ±¨";"µçÊÓÇ°¶Ë»ú·¿ÊÖ±¨";"A";"1503";"-";"LOG";"05:028:002:001";"0";"255"
"1159";"2";"3820";"1605";"3817";"0";"ZONE";"¾Æµê»ú·¿²ãÊÖ±¨";"¿ÍÌÝ»ú·¿ÊÖ±¨";"A";"1501";"-";"LOG";"05:028:003:000";"0";"255"
