"0";"2";"23-OCT-2017 09:38:32";"CC11LIST V0734";"C:\Users\Administrator\Desktop\泰州万达希尔顿酒店170217\DCR001C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"1149";"2";"1538";"1504";"1443";"60711";"????";"酒店三层探测器";"宴会大厅上空南红外";"X";"0000";"-";"LOG";"01:005:086:001";"0";"255"
"1150";"2";"1476";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厅上空东北烟感";"A";"088C";"-";"LOG";"01:005:087:000";"0";"255"
"1151";"2";"1505";"1504";"1476";"60706";"????";"酒店三层探测器";"宴会厅上空东北烟感";"X";"0000";"-";"LOG";"01:005:087:001";"0";"255"
"1152";"2";"1474";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会大厅上空东偏北烟感";"A";"088A";"-";"LOG";"01:005:088:000";"0";"255"
"1153";"2";"1507";"1504";"1474";"60707";"????";"酒店三层探测器";"宴会大厅上空东偏北烟感";"X";"0000";"-";"LOG";"01:005:088:001";"0";"255"
"1154";"2";"4101";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会大厅上空北红外";"A";"165B";"-";"LOG";"01:005:089:000";"0";"255"
"1155";"2";"4102";"1504";"4101";"60702";"????";"酒店三层探测器";"宴会大厅上空北红外";"X";"0000";"-";"LOG";"01:005:089:001";"0";"255"
"1156";"2";"1502";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厅上空西偏北烟感";"A";"08A6";"-";"LOG";"01:005:090:000";"0";"255"
"1157";"2";"1503";"1504";"1502";"60703";"????";"酒店三层探测器";"宴会厅上空西偏北烟感";"X";"0000";"-";"LOG";"01:005:090:001";"0";"255"
"1158";"2";"1160";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厅后勤通道烟感4";"A";"070F";"-";"LOG";"01:005:091:000";"0";"255"
"1159";"2";"1261";"1504";"1160";"63478";"????";"酒店三层探测器";"宴会厅后勤通道烟感4";"X";"0000";"-";"LOG";"01:005:091:001";"0";"255"
"1160";"2";"1161";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厅后勤通道烟感3";"A";"0710";"-";"LOG";"01:005:092:000";"0";"255"
"1161";"2";"1260";"1504";"1161";"63473";"????";"酒店三层探测器";"宴会厅后勤通道烟感3";"X";"0000";"-";"LOG";"01:005:092:001";"0";"255"
"1162";"2";"5500";"1601";"472";"0";"ZONE";"酒店三层探测器";"家具库烟感1";"A";"1D99";"-";"LOG";"01:005:093:000";"0";"255"
"1163";"2";"5501";"1504";"5500";"61762";"????";"酒店三层探测器";"家具库烟感1";"X";"0000";"-";"LOG";"01:005:093:001";"0";"255"
"1164";"2";"5502";"1601";"472";"0";"ZONE";"酒店三层探测器";"家具库烟感2";"A";"1D9B";"-";"LOG";"01:005:094:000";"0";"255"
"1165";"2";"5503";"1504";"5502";"61761";"????";"酒店三层探测器";"家具库烟感2";"X";"0000";"-";"LOG";"01:005:094:001";"0";"255"
"1166";"2";"5504";"1601";"472";"0";"ZONE";"酒店三层探测器";"家具库烟感3";"A";"1D9D";"-";"LOG";"01:005:095:000";"0";"255"
"1167";"2";"5505";"1504";"5504";"61746";"????";"酒店三层探测器";"家具库烟感3";"X";"0000";"-";"LOG";"01:005:095:001";"0";"255"
"1168";"2";"5506";"1601";"472";"0";"ZONE";"酒店三层探测器";"家具库烟感5";"A";"1D9F";"-";"LOG";"01:005:096:000";"0";"255"
"1169";"2";"5507";"1504";"5506";"61745";"????";"酒店三层探测器";"家具库烟感5";"X";"0000";"-";"LOG";"01:005:096:001";"0";"255"
"1170";"2";"5508";"1601";"472";"0";"ZONE";"酒店三层探测器";"家具库烟感4";"A";"1DA1";"-";"LOG";"01:005:097:000";"0";"255"
"1171";"2";"5509";"1504";"5508";"61744";"????";"酒店三层探测器";"家具库烟感4";"X";"0000";"-";"LOG";"01:005:097:001";"0";"255"
"1172";"2";"1159";"1601";"472";"0";"ZONE";"酒店三层探测器";"东北弱电井南走道烟感";"A";"070E";"-";"LOG";"01:005:098:000";"0";"255"
"1173";"2";"1262";"1504";"1159";"63342";"????";"酒店三层探测器";"东北弱电井南走道烟感";"X";"0000";"-";"LOG";"01:005:098:001";"0";"255"
"1174";"2";"1162";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厅后勤通道烟感2";"A";"0711";"-";"LOG";"01:005:099:000";"0";"255"
"1175";"2";"1259";"1504";"1162";"63484";"????";"酒店三层探测器";"宴会厅后勤通道烟感2";"X";"0000";"-";"LOG";"01:005:099:001";"0";"255"
"1176";"2";"1148";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感3";"A";"0703";"-";"LOG";"01:005:100:000";"0";"255"
"1177";"2";"1273";"1504";"1148";"63417";"????";"酒店三层探测器";"宴会厨房温感3";"X";"0000";"-";"LOG";"01:005:100:001";"0";"255"
"1178";"2";"1149";"1601";"472";"0";"ZONE";"酒店三层探测器";"冷菜间温感1";"A";"0704";"-";"LOG";"01:005:101:000";"0";"255"
"1179";"2";"1272";"1504";"1149";"63394";"????";"酒店三层探测器";"冷菜间温感1";"X";"0000";"-";"LOG";"01:005:101:001";"0";"255"
"1180";"2";"1150";"1601";"472";"0";"ZONE";"酒店三层探测器";"冷菜间温感2";"A";"0705";"-";"LOG";"01:005:102:000";"0";"255"
"1181";"2";"1271";"1504";"1150";"63393";"????";"酒店三层探测器";"冷菜间温感2";"X";"0000";"-";"LOG";"01:005:102:001";"0";"255"
"1182";"2";"1151";"1601";"472";"0";"ZONE";"酒店三层探测器";"洗碗间温感1";"A";"0706";"-";"LOG";"01:005:103:000";"0";"255"
"1183";"2";"1270";"1504";"1151";"63416";"????";"酒店三层探测器";"洗碗间温感1";"X";"0000";"-";"LOG";"01:005:103:001";"0";"255"
"1184";"2";"1152";"1601";"472";"0";"ZONE";"酒店三层探测器";"洗碗间温感2";"A";"0707";"-";"LOG";"01:005:104:000";"0";"255"
"1185";"2";"1269";"1504";"1152";"63415";"????";"酒店三层探测器";"洗碗间温感2";"X";"0000";"-";"LOG";"01:005:104:001";"0";"255"
"1186";"2";"1168";"1601";"472";"0";"ZONE";"酒店三层探测器";"洗碗间门口温感";"A";"0717";"-";"LOG";"01:005:105:000";"0";"255"
"1187";"2";"1253";"1504";"1168";"63400";"????";"酒店三层探测器";"洗碗间门口温感";"X";"0000";"-";"LOG";"01:005:105:001";"0";"255"
"1188";"2";"1169";"1601";"472";"0";"ZONE";"酒店三层探测器";"洗碗间温感3";"A";"0718";"-";"LOG";"01:005:106:000";"0";"255"
"1189";"2";"1252";"1504";"1169";"63378";"????";"酒店三层探测器";"洗碗间温感3";"X";"0000";"-";"LOG";"01:005:106:001";"0";"255"
"1190";"2";"1173";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感7";"A";"071C";"-";"LOG";"01:005:107:000";"0";"255"
"1191";"2";"1248";"1504";"1173";"63377";"????";"酒店三层探测器";"宴会厨房温感7";"X";"0000";"-";"LOG";"01:005:107:001";"0";"255"
"1192";"2";"1146";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感1";"A";"0701";"-";"LOG";"01:005:108:000";"0";"255"
"1193";"2";"1275";"1504";"1146";"63433";"????";"酒店三层探测器";"宴会厨房温感1";"X";"0000";"-";"LOG";"01:005:108:001";"0";"255"
"1194";"2";"1147";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感2";"A";"0702";"-";"LOG";"01:005:109:000";"0";"255"
"1195";"2";"1274";"1504";"1147";"63432";"????";"酒店三层探测器";"宴会厨房温感2";"X";"0000";"-";"LOG";"01:005:109:001";"0";"255"
"1196";"2";"1170";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感4";"A";"0719";"-";"LOG";"01:005:110:000";"0";"255"
"1197";"2";"1251";"1504";"1170";"63381";"????";"酒店三层探测器";"宴会厨房温感4";"X";"0000";"-";"LOG";"01:005:110:001";"0";"255"
"1198";"2";"1171";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感5";"A";"071A";"-";"LOG";"01:005:111:000";"0";"255"
"1199";"2";"1250";"1504";"1171";"63380";"????";"酒店三层探测器";"宴会厨房温感5";"X";"0000";"-";"LOG";"01:005:111:001";"0";"255"
"1200";"2";"1172";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感6";"A";"071B";"-";"LOG";"01:005:112:000";"0";"255"
"1201";"2";"1249";"1504";"1172";"63379";"????";"酒店三层探测器";"宴会厨房温感6";"X";"0000";"-";"LOG";"01:005:112:001";"0";"255"
"1202";"2";"1174";"1601";"472";"0";"ZONE";"酒店三层探测器";"宴会厨房温感8";"A";"071D";"-";"LOG";"01:005:113:000";"0";"255"
"1203";"2";"1247";"1504";"1174";"63376";"????";"酒店三层探测器";"宴会厨房温感8";"X";"0000";"-";"LOG";"01:005:113:001";"0";"255"
"1204";"2";"473";"1701";"1";"0";"SECT";"希尔顿裙楼探测分区";"酒店五层探测器";"A";"035C";"-";"LOG";"01:006:000:000";"0";"0"
"1205";"2";"1382";"1601";"473";"0";"ZONE";"酒店五层探测器";"西空调机房烟感南";"A";"082E";"-";"LOG";"01:006:001:000";"0";"255"
"1206";"2";"1601";"1504";"1382";"60514";"????";"酒店五层探测器";"西空调机房烟感南";"X";"0000";"-";"LOG";"01:006:001:001";"0";"255"
"1207";"2";"1383";"1601";"473";"0";"ZONE";"酒店五层探测器";"男宾更衣室烟感";"A";"082F";"-";"LOG";"01:006:002:000";"0";"255"
"1208";"2";"1598";"1504";"1383";"58801";"????";"酒店五层探测器";"男宾更衣室烟感";"X";"0000";"-";"LOG";"01:006:002:001";"0";"255"
"1209";"2";"1384";"1601";"473";"0";"ZONE";"酒店五层探测器";"男宾冲凉房入口烟感";"A";"0830";"-";"LOG";"01:006:003:000";"0";"255"
"1210";"2";"1597";"1504";"1384";"58804";"????";"酒店五层探测器";"男宾冲凉房入口烟感";"X";"0000";"-";"LOG";"01:006:003:001";"0";"255"
"1211";"2";"1388";"1601";"473";"0";"ZONE";"酒店五层探测器";"核心筒北卷帘门西温感";"A";"0834";"-";"LOG";"01:006:004:000";"0";"255"
"1212";"2";"1593";"1504";"1388";"60480";"????";"酒店五层探测器";"核心筒北卷帘门西温感";"X";"0000";"-";"LOG";"01:006:004:001";"0";"255"
"1213";"2";"1389";"1601";"473";"0";"ZONE";"酒店五层探测器";"核心筒北卷帘门西烟感";"A";"0835";"-";"LOG";"01:006:005:000";"0";"255"
"1214";"2";"1592";"1504";"1389";"60509";"????";"酒店五层探测器";"核心筒北卷帘门西烟感";"X";"0000";"-";"LOG";"01:006:005:001";"0";"255"
"1215";"2";"1390";"1601";"473";"0";"ZONE";"酒店五层探测器";"核心筒北侧通道烟感";"A";"0836";"-";"LOG";"01:006:006:000";"0";"255"
"1216";"2";"1591";"1504";"1390";"60512";"????";"酒店五层探测器";"核心筒北侧通道烟感";"X";"0000";"-";"LOG";"01:006:006:001";"0";"255"
"1217";"2";"1391";"1601";"473";"0";"ZONE";"酒店五层探测器";"核心筒北卷帘门东温感";"A";"0837";"-";"LOG";"01:006:007:000";"0";"255"
"1218";"2";"1590";"1504";"1391";"60511";"????";"酒店五层探测器";"核心筒北卷帘门东温感";"X";"0000";"-";"LOG";"01:006:007:001";"0";"255"
"1219";"2";"1392";"1601";"473";"0";"ZONE";"酒店五层探测器";"核心筒北卷帘门东烟感";"A";"0838";"-";"LOG";"01:006:008:000";"0";"255"
"1220";"2";"1589";"1504";"1392";"60510";"????";"酒店五层探测器";"核心筒北卷帘门东烟感";"X";"0000";"-";"LOG";"01:006:008:001";"0";"255"
"1221";"2";"1393";"1601";"473";"0";"ZONE";"酒店五层探测器";"西北楼梯前室烟感";"A";"0839";"-";"LOG";"01:006:009:000";"0";"255"
"1222";"2";"1588";"1504";"1393";"58777";"????";"酒店五层探测器";"西北楼梯前室烟感";"X";"0000";"-";"LOG";"01:006:009:001";"0";"255"
"1223";"2";"1394";"1601";"473";"0";"ZONE";"酒店五层探测器";"消防电梯前室西走道烟感";"A";"083A";"-";"LOG";"01:006:010:000";"0";"255"
"1224";"2";"1587";"1504";"1394";"60533";"????";"酒店五层探测器";"消防电梯前室西走道烟感";"X";"0000";"-";"LOG";"01:006:010:001";"0";"255"
"1225";"2";"1396";"1601";"473";"0";"ZONE";"酒店五层探测器";"女宾更衣室温感";"A";"083C";"-";"LOG";"01:006:011:000";"0";"255"
"1226";"2";"1585";"1504";"1396";"58803";"????";"酒店五层探测器";"女宾更衣室温感";"X";"0000";"-";"LOG";"01:006:011:001";"0";"255"
"1227";"2";"1397";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池温感南1";"A";"083D";"-";"LOG";"01:006:012:000";"0";"255"
"1228";"2";"1584";"1504";"1397";"58799";"????";"酒店五层探测器";"游泳池温感南1";"X";"0000";"-";"LOG";"01:006:012:001";"0";"255"
"1229";"2";"1398";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池温感南2";"A";"083E";"-";"LOG";"01:006:013:000";"0";"255"
"1230";"2";"1583";"1504";"1398";"58798";"????";"酒店五层探测器";"游泳池温感南2";"X";"0000";"-";"LOG";"01:006:013:001";"0";"255"
"1231";"2";"1399";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池温感南3";"A";"083F";"-";"LOG";"01:006:014:000";"0";"255"
"1232";"2";"1582";"1504";"1399";"58796";"????";"酒店五层探测器";"游泳池温感南3";"X";"0000";"-";"LOG";"01:006:014:001";"0";"255"
"1233";"2";"1400";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池温感南4";"A";"0840";"-";"LOG";"01:006:015:000";"0";"255"
"1234";"2";"1581";"1504";"1400";"58795";"????";"酒店五层探测器";"游泳池温感南4";"X";"0000";"-";"LOG";"01:006:015:001";"0";"255"
"1235";"2";"1406";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池西温感1";"A";"0846";"-";"LOG";"01:006:016:000";"0";"255"
"1236";"2";"1575";"1504";"1406";"0";"????";"酒店五层探测器";"游泳池西温感1";"X";"0000";"-";"LOG";"01:006:016:001";"0";"255"
"1237";"2";"1407";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池西温感2";"A";"0847";"-";"LOG";"01:006:017:000";"0";"255"
"1238";"2";"1574";"1504";"1407";"0";"????";"酒店五层探测器";"游泳池西温感2";"X";"0000";"-";"LOG";"01:006:017:001";"0";"255"
"1239";"2";"1408";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池西温感3";"A";"0848";"-";"LOG";"01:006:018:000";"0";"255"
"1240";"2";"1573";"1504";"1408";"0";"????";"酒店五层探测器";"游泳池西温感3";"X";"0000";"-";"LOG";"01:006:018:001";"0";"255"
"1241";"2";"1401";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池西温感4";"A";"0841";"-";"LOG";"01:006:019:000";"0";"255"
"1242";"2";"1580";"1504";"1401";"0";"????";"酒店五层探测器";"游泳池西温感4";"X";"0000";"-";"LOG";"01:006:019:001";"0";"255"
"1243";"2";"4028";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池西温感5";"A";"1612";"-";"LOG";"01:006:020:000";"0";"255"
"1244";"2";"4029";"1504";"4028";"0";"????";"酒店五层探测器";"游泳池西温感5";"X";"0000";"-";"LOG";"01:006:020:001";"0";"255"
"1245";"2";"4795";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池北温感1";"A";"1A15";"-";"LOG";"01:006:021:000";"0";"255"
"1246";"2";"4796";"1504";"4795";"0";"????";"酒店五层探测器";"游泳池北温感1";"X";"0000";"-";"LOG";"01:006:021:001";"0";"255"
"1247";"2";"1412";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池北温感2";"A";"084C";"-";"LOG";"01:006:022:000";"0";"255"
"1248";"2";"1569";"1504";"1412";"0";"????";"酒店五层探测器";"游泳池北温感2";"X";"0000";"-";"LOG";"01:006:022:001";"0";"255"
"1249";"2";"1403";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池北温感3";"A";"0843";"-";"LOG";"01:006:023:000";"0";"255"
"1250";"2";"1578";"1504";"1403";"0";"????";"酒店五层探测器";"游泳池北温感3";"X";"0000";"-";"LOG";"01:006:023:001";"0";"255"
"1251";"2";"1404";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池北温感4";"A";"0844";"-";"LOG";"01:006:024:000";"0";"255"
"1252";"2";"1577";"1504";"1404";"0";"????";"酒店五层探测器";"游泳池北温感4";"X";"0000";"-";"LOG";"01:006:024:001";"0";"255"
"1253";"2";"1405";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池北温感5";"A";"0845";"-";"LOG";"01:006:025:000";"0";"255"
"1254";"2";"1576";"1504";"1405";"0";"????";"酒店五层探测器";"游泳池北温感5";"X";"0000";"-";"LOG";"01:006:025:001";"0";"255"
"1255";"2";"1402";"1601";"473";"0";"ZONE";"酒店五层探测器";"跳操房北走道烟感";"A";"0842";"-";"LOG";"01:006:026:000";"0";"255"
"1256";"2";"1579";"1504";"1402";"60580";"????";"酒店五层探测器";"跳操房北走道烟感";"X";"0000";"-";"LOG";"01:006:026:001";"0";"255"
"1257";"2";"1410";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池西走道北烟感";"A";"084A";"-";"LOG";"01:006:027:000";"0";"255"
"1258";"2";"1571";"1504";"1410";"58779";"????";"酒店五层探测器";"游泳池西走道北烟感";"X";"0000";"-";"LOG";"01:006:027:001";"0";"255"
"1259";"2";"1409";"1601";"473";"0";"ZONE";"酒店五层探测器";"游泳池西走道南烟感";"A";"0849";"-";"LOG";"01:006:028:000";"0";"255"
"1260";"2";"1572";"1504";"1409";"58780";"????";"酒店五层探测器";"游泳池西走道南烟感";"X";"0000";"-";"LOG";"01:006:028:001";"0";"255"
"1261";"2";"1414";"1601";"473";"0";"ZONE";"酒店五层探测器";"女宾湿蒸房门口温感";"A";"084E";"-";"LOG";"01:006:029:000";"0";"255"
"1262";"2";"1567";"1504";"1414";"0";"????";"酒店五层探测器";"女宾湿蒸房门口温感";"X";"0000";"-";"LOG";"01:006:029:001";"0";"255"
"1263";"2";"1415";"1601";"473";"0";"ZONE";"酒店五层探测器";"女宾干蒸房门口温感";"A";"084F";"-";"LOG";"01:006:030:000";"0";"255"
"1264";"2";"1566";"1504";"1415";"58802";"????";"酒店五层探测器";"女宾干蒸房门口温感";"X";"0000";"-";"LOG";"01:006:030:001";"0";"255"
"1265";"2";"1416";"1601";"473";"0";"ZONE";"酒店五层探测器";"女宾冲凉房西走道烟感";"A";"0850";"-";"LOG";"01:006:031:000";"0";"255"
"1266";"2";"1565";"1504";"1416";"58793";"????";"酒店五层探测器";"女宾冲凉房西走道烟感";"X";"0000";"-";"LOG";"01:006:031:001";"0";"255"
"1267";"2";"1417";"1601";"473";"0";"ZONE";"酒店五层探测器";"女宾冲凉房东南走道烟感";"A";"0851";"-";"LOG";"01:006:032:000";"0";"255"
"1268";"2";"1564";"1504";"1417";"58792";"????";"酒店五层探测器";"女宾冲凉房东南走道烟感";"X";"0000";"-";"LOG";"01:006:032:001";"0";"255"
"1269";"2";"1418";"1601";"473";"0";"ZONE";"酒店五层探测器";"强电井烟感";"A";"0852";"-";"LOG";"01:006:033:000";"0";"255"
"1270";"2";"1563";"1504";"1418";"60449";"????";"酒店五层探测器";"强电井烟感";"X";"0000";"-";"LOG";"01:006:033:001";"0";"255"
"1271";"2";"1419";"1601";"473";"0";"ZONE";"酒店五层探测器";"客梯厅烟感";"A";"0853";"-";"LOG";"01:006:034:000";"0";"255"
"1272";"2";"1562";"1504";"1419";"60582";"????";"酒店五层探测器";"客梯厅烟感";"X";"0000";"-";"LOG";"01:006:034:001";"0";"255"
"1273";"2";"1420";"1601";"473";"0";"ZONE";"酒店五层探测器";"弱电井门口走道烟感";"A";"0854";"-";"LOG";"01:006:035:000";"0";"255"
"1274";"2";"1561";"1504";"1420";"60464";"????";"酒店五层探测器";"弱电井门口走道烟感";"X";"0000";"-";"LOG";"01:006:035:001";"0";"255"
"1275";"2";"1421";"1601";"473";"0";"ZONE";"酒店五层探测器";"弱电间门口走道烟感";"A";"0855";"-";"LOG";"01:006:036:000";"0";"255"
"1276";"2";"1560";"1504";"1421";"60517";"????";"酒店五层探测器";"弱电间门口走道烟感";"X";"0000";"-";"LOG";"01:006:036:001";"0";"255"
"1277";"2";"1422";"1601";"473";"0";"ZONE";"酒店五层探测器";"空调机房门口走道烟感";"A";"0856";"-";"LOG";"01:006:037:000";"0";"255"
"1278";"2";"1559";"1504";"1422";"60479";"????";"酒店五层探测器";"空调机房门口走道烟感";"X";"0000";"-";"LOG";"01:006:037:001";"0";"255"
"1279";"2";"1423";"1601";"473";"0";"ZONE";"酒店五层探测器";"西空调机房烟感北";"A";"0857";"-";"LOG";"01:006:038:000";"0";"255"
"1280";"2";"1558";"1504";"1423";"60515";"????";"酒店五层探测器";"西空调机房烟感北";"X";"0000";"-";"LOG";"01:006:038:001";"0";"255"
"1281";"2";"1424";"1601";"473";"0";"ZONE";"酒店五层探测器";"健身房西烟感";"A";"0858";"-";"LOG";"01:006:039:000";"0";"255"
"1282";"2";"1557";"1504";"1424";"60565";"????";"酒店五层探测器";"健身房西烟感";"X";"0000";"-";"LOG";"01:006:039:001";"0";"255"
"1283";"2";"1425";"1601";"473";"0";"ZONE";"酒店五层探测器";"客梯厅西南烟感";"A";"0859";"-";"LOG";"01:006:040:000";"0";"255"
"1284";"2";"1556";"1504";"1425";"60581";"????";"酒店五层探测器";"客梯厅西南烟感";"X";"0000";"-";"LOG";"01:006:040:001";"0";"255"
"1285";"2";"1426";"1601";"473";"0";"ZONE";"酒店五层探测器";"健身房门口走道烟感";"A";"085A";"-";"LOG";"01:006:041:000";"0";"255"
"1286";"2";"1555";"1504";"1426";"60735";"????";"酒店五层探测器";"健身房门口走道烟感";"X";"0000";"-";"LOG";"01:006:041:001";"0";"255"
"1287";"2";"1427";"1601";"473";"0";"ZONE";"酒店五层探测器";"弱电间烟感";"A";"085B";"-";"LOG";"01:006:042:000";"0";"255"
"1288";"2";"1554";"1504";"1427";"60447";"????";"酒店五层探测器";"弱电间烟感";"X";"0000";"-";"LOG";"01:006:042:001";"0";"255"
"1289";"2";"1428";"1601";"473";"0";"ZONE";"酒店五层探测器";"丁类库房烟感";"A";"085C";"-";"LOG";"01:006:043:000";"0";"255"
"1290";"2";"1553";"1504";"1428";"60448";"????";"酒店五层探测器";"丁类库房烟感";"X";"0000";"-";"LOG";"01:006:043:001";"0";"255"
"1291";"2";"1429";"1601";"473";"0";"ZONE";"酒店五层探测器";"跳操房南烟感";"A";"085D";"-";"LOG";"01:006:044:000";"0";"255"
"1292";"2";"1552";"1504";"1429";"60564";"????";"酒店五层探测器";"跳操房南烟感";"X";"0000";"-";"LOG";"01:006:044:001";"0";"255"
