"0";"2";"23-OCT-2017 09:38:32";"CC11LIST V0734";"C:\Users\Administrator\Desktop\泰州万达希尔顿酒店170217\DCR001C.DAT";"ISOLATIN-1";"";"";"";"";"";"";"";"";"";""
"4354";"2";"61682";"1422";"61687";"3502";"????";"1422/61682";"1422/61682";"X";"0000";"-";"PHYS";"01:006:002:015:001";"0";"0"
"4355";"2";"61681";"1422";"61687";"0";"????";"1422/61681";"1422/61681";"X";"0000";"-";"PHYS";"01:006:002:015:002";"0";"0"
"4356";"2";"61680";"1422";"61687";"0";"????";"1422/61680";"1422/61680";"X";"0000";"-";"PHYS";"01:006:002:015:003";"0";"0"
"4357";"2";"61679";"1422";"61687";"0";"????";"1422/61679";"1422/61679";"X";"0000";"-";"PHYS";"01:006:002:015:004";"0";"0"
"4358";"2";"61678";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:016:000";"0";"0"
"4359";"2";"61677";"1422";"61678";"3646";"????";"1422/61677";"1422/61677";"X";"0000";"-";"PHYS";"01:006:002:016:001";"0";"0"
"4360";"2";"61676";"1422";"61678";"0";"????";"1422/61676";"1422/61676";"X";"0000";"-";"PHYS";"01:006:002:016:002";"0";"0"
"4361";"2";"61675";"1422";"61678";"0";"????";"1422/61675";"1422/61675";"X";"0000";"-";"PHYS";"01:006:002:016:003";"0";"0"
"4362";"2";"61674";"1422";"61678";"0";"????";"1422/61674";"1422/61674";"X";"0000";"-";"PHYS";"01:006:002:016:004";"0";"0"
"4363";"2";"61673";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:017:000";"0";"0"
"4364";"2";"61668";"1422";"61673";"3395";"????";"1422/61668";"1422/61668";"X";"0000";"-";"PHYS";"01:006:002:017:001";"0";"0"
"4365";"2";"61667";"1422";"61673";"0";"????";"1422/61667";"1422/61667";"X";"0000";"-";"PHYS";"01:006:002:017:002";"0";"0"
"4366";"2";"61666";"1422";"61673";"0";"????";"1422/61666";"1422/61666";"X";"0000";"-";"PHYS";"01:006:002:017:003";"0";"0"
"4367";"2";"61665";"1422";"61673";"0";"????";"1422/61665";"1422/61665";"X";"0000";"-";"PHYS";"01:006:002:017:004";"0";"0"
"4368";"2";"61664";"1417";"65526";"0";"????";"1417/61664";"1417/61664";"X";"0000";"-";"PHYS";"01:006:002:018:000";"0";"0"
"4369";"2";"61663";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:019:000";"0";"0"
"4370";"2";"61662";"1422";"61663";"3516";"????";"1422/61662";"1422/61662";"X";"0000";"-";"PHYS";"01:006:002:019:001";"0";"0"
"4371";"2";"61661";"1422";"61663";"0";"????";"1422/61661";"1422/61661";"X";"0000";"-";"PHYS";"01:006:002:019:002";"0";"0"
"4372";"2";"61660";"1422";"61663";"0";"????";"1422/61660";"1422/61660";"X";"0000";"-";"PHYS";"01:006:002:019:003";"0";"0"
"4373";"2";"61659";"1422";"61663";"0";"????";"1422/61659";"1422/61659";"X";"0000";"-";"PHYS";"01:006:002:019:004";"0";"0"
"4374";"2";"61658";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:020:000";"0";"0"
"4375";"2";"61657";"1422";"61658";"3514";"????";"1422/61657";"1422/61657";"X";"0000";"-";"PHYS";"01:006:002:020:001";"0";"0"
"4376";"2";"61656";"1422";"61658";"0";"????";"1422/61656";"1422/61656";"X";"0000";"-";"PHYS";"01:006:002:020:002";"0";"0"
"4377";"2";"61655";"1422";"61658";"0";"????";"1422/61655";"1422/61655";"X";"0000";"-";"PHYS";"01:006:002:020:003";"0";"0"
"4378";"2";"61654";"1422";"61658";"0";"????";"1422/61654";"1422/61654";"X";"0000";"-";"PHYS";"01:006:002:020:004";"0";"0"
"4379";"2";"61653";"1417";"65526";"0";"????";"1417/61653";"1417/61653";"X";"0000";"-";"PHYS";"01:006:002:021:000";"0";"0"
"4380";"2";"61652";"1417";"65526";"0";"????";"1417/61652";"1417/61652";"X";"0000";"-";"PHYS";"01:006:002:022:000";"0";"0"
"4381";"2";"61651";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:023:000";"0";"0"
"4382";"2";"61650";"1422";"61651";"3512";"????";"1422/61650";"1422/61650";"X";"0000";"-";"PHYS";"01:006:002:023:001";"0";"0"
"4383";"2";"61649";"1422";"61651";"0";"????";"1422/61649";"1422/61649";"X";"0000";"-";"PHYS";"01:006:002:023:002";"0";"0"
"4384";"2";"61648";"1422";"61651";"0";"????";"1422/61648";"1422/61648";"X";"0000";"-";"PHYS";"01:006:002:023:003";"0";"0"
"4385";"2";"61647";"1422";"61651";"0";"????";"1422/61647";"1422/61647";"X";"0000";"-";"PHYS";"01:006:002:023:004";"0";"0"
"4386";"2";"61646";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:024:000";"0";"0"
"4387";"2";"61641";"1422";"61646";"3504";"????";"1422/61641";"1422/61641";"X";"0000";"-";"PHYS";"01:006:002:024:001";"0";"0"
"4388";"2";"61640";"1422";"61646";"0";"????";"1422/61640";"1422/61640";"X";"0000";"-";"PHYS";"01:006:002:024:002";"0";"0"
"4389";"2";"61639";"1422";"61646";"0";"????";"1422/61639";"1422/61639";"X";"0000";"-";"PHYS";"01:006:002:024:003";"0";"0"
"4390";"2";"61638";"1422";"61646";"0";"????";"1422/61638";"1422/61638";"X";"0000";"-";"PHYS";"01:006:002:024:004";"0";"0"
"4391";"2";"61637";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:025:000";"0";"0"
"4392";"2";"61636";"1422";"61637";"3510";"????";"1422/61636";"1422/61636";"X";"0000";"-";"PHYS";"01:006:002:025:001";"0";"0"
"4393";"2";"61635";"1422";"61637";"0";"????";"1422/61635";"1422/61635";"X";"0000";"-";"PHYS";"01:006:002:025:002";"0";"0"
"4394";"2";"61634";"1422";"61637";"0";"????";"1422/61634";"1422/61634";"X";"0000";"-";"PHYS";"01:006:002:025:003";"0";"0"
"4395";"2";"61633";"1422";"61637";"0";"????";"1422/61633";"1422/61633";"X";"0000";"-";"PHYS";"01:006:002:025:004";"0";"0"
"4396";"2";"61632";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:026:000";"0";"0"
"4397";"2";"61631";"1422";"61632";"3520";"????";"1422/61631";"1422/61631";"X";"0000";"-";"PHYS";"01:006:002:026:001";"0";"0"
"4398";"2";"61630";"1422";"61632";"0";"????";"1422/61630";"1422/61630";"X";"0000";"-";"PHYS";"01:006:002:026:002";"0";"0"
"4399";"2";"61629";"1422";"61632";"0";"????";"1422/61629";"1422/61629";"X";"0000";"-";"PHYS";"01:006:002:026:003";"0";"0"
"4400";"2";"61628";"1422";"61632";"0";"????";"1422/61628";"1422/61628";"X";"0000";"-";"PHYS";"01:006:002:026:004";"0";"0"
"4401";"2";"61627";"1417";"65526";"0";"????";"1417/61627";"1417/61627";"X";"0000";"-";"PHYS";"01:006:002:027:000";"0";"0"
"4402";"2";"61626";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:028:000";"0";"0"
"4403";"2";"61625";"1422";"61626";"3648";"????";"1422/61625";"1422/61625";"X";"0000";"-";"PHYS";"01:006:002:028:001";"0";"0"
"4404";"2";"61624";"1422";"61626";"0";"????";"1422/61624";"1422/61624";"X";"0000";"-";"PHYS";"01:006:002:028:002";"0";"0"
"4405";"2";"61623";"1422";"61626";"0";"????";"1422/61623";"1422/61623";"X";"0000";"-";"PHYS";"01:006:002:028:003";"0";"0"
"4406";"2";"61622";"1422";"61626";"0";"????";"1422/61622";"1422/61622";"X";"0000";"-";"PHYS";"01:006:002:028:004";"0";"0"
"4407";"2";"61621";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:029:000";"0";"0"
"4408";"2";"61616";"1422";"61621";"3654";"????";"1422/61616";"1422/61616";"X";"0000";"-";"PHYS";"01:006:002:029:001";"0";"0"
"4409";"2";"61615";"1422";"61621";"0";"????";"1422/61615";"1422/61615";"X";"0000";"-";"PHYS";"01:006:002:029:002";"0";"0"
"4410";"2";"61614";"1422";"61621";"0";"????";"1422/61614";"1422/61614";"X";"0000";"-";"PHYS";"01:006:002:029:003";"0";"0"
"4411";"2";"61613";"1422";"61621";"0";"????";"1422/61613";"1422/61613";"X";"0000";"-";"PHYS";"01:006:002:029:004";"0";"0"
"4412";"2";"61612";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:030:000";"0";"0"
"4413";"2";"61611";"1422";"61612";"3657";"????";"1422/61611";"1422/61611";"X";"0000";"-";"PHYS";"01:006:002:030:001";"0";"0"
"4414";"2";"61610";"1422";"61612";"0";"????";"1422/61610";"1422/61610";"X";"0000";"-";"PHYS";"01:006:002:030:002";"0";"0"
"4415";"2";"61609";"1422";"61612";"0";"????";"1422/61609";"1422/61609";"X";"0000";"-";"PHYS";"01:006:002:030:003";"0";"0"
"4416";"2";"61608";"1422";"61612";"0";"????";"1422/61608";"1422/61608";"X";"0000";"-";"PHYS";"01:006:002:030:004";"0";"0"
"4417";"2";"61607";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:031:000";"0";"0"
"4418";"2";"61602";"1422";"61607";"3650";"????";"1422/61602";"1422/61602";"X";"0000";"-";"PHYS";"01:006:002:031:001";"0";"0"
"4419";"2";"61601";"1422";"61607";"0";"????";"1422/61601";"1422/61601";"X";"0000";"-";"PHYS";"01:006:002:031:002";"0";"0"
"4420";"2";"61600";"1422";"61607";"0";"????";"1422/61600";"1422/61600";"X";"0000";"-";"PHYS";"01:006:002:031:003";"0";"0"
"4421";"2";"61599";"1422";"61607";"0";"????";"1422/61599";"1422/61599";"X";"0000";"-";"PHYS";"01:006:002:031:004";"0";"0"
"4422";"2";"61598";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:032:000";"0";"0"
"4423";"2";"61593";"1422";"61598";"3393";"????";"1422/61593";"1422/61593";"X";"0000";"-";"PHYS";"01:006:002:032:001";"0";"0"
"4424";"2";"61592";"1422";"61598";"0";"????";"1422/61592";"1422/61592";"X";"0000";"-";"PHYS";"01:006:002:032:002";"0";"0"
"4425";"2";"61591";"1422";"61598";"0";"????";"1422/61591";"1422/61591";"X";"0000";"-";"PHYS";"01:006:002:032:003";"0";"0"
"4426";"2";"61590";"1422";"61598";"0";"????";"1422/61590";"1422/61590";"X";"0000";"-";"PHYS";"01:006:002:032:004";"0";"0"
"4427";"2";"61589";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:033:000";"0";"0"
"4428";"2";"61588";"1422";"61589";"3369";"????";"1422/61588";"1422/61588";"X";"0000";"-";"PHYS";"01:006:002:033:001";"0";"0"
"4429";"2";"61587";"1422";"61589";"0";"????";"1422/61587";"1422/61587";"X";"0000";"-";"PHYS";"01:006:002:033:002";"0";"0"
"4430";"2";"61586";"1422";"61589";"0";"????";"1422/61586";"1422/61586";"X";"0000";"-";"PHYS";"01:006:002:033:003";"0";"0"
"4431";"2";"61585";"1422";"61589";"0";"????";"1422/61585";"1422/61585";"X";"0000";"-";"PHYS";"01:006:002:033:004";"0";"0"
"4432";"2";"61584";"1417";"65526";"0";"????";"1417/61584";"1417/61584";"X";"0000";"-";"PHYS";"01:006:002:034:000";"0";"0"
"4433";"2";"61583";"1418";"65526";"0";"????";"1418/61583";"1418/61583";"X";"0000";"-";"PHYS";"01:006:002:035:000";"0";"0"
"4434";"2";"61582";"1417";"65526";"0";"????";"1417/61582";"1417/61582";"X";"0000";"-";"PHYS";"01:006:002:036:000";"0";"0"
"4435";"2";"61581";"1418";"65526";"0";"????";"1418/61581";"1418/61581";"X";"0000";"-";"PHYS";"01:006:002:037:000";"0";"0"
"4436";"2";"61580";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:038:000";"0";"0"
"4437";"2";"61579";"1422";"61580";"5628";"????";"1422/61579";"1422/61579";"X";"0000";"-";"PHYS";"01:006:002:038:001";"0";"0"
"4438";"2";"61578";"1422";"61580";"0";"????";"1422/61578";"1422/61578";"X";"0000";"-";"PHYS";"01:006:002:038:002";"0";"0"
"4439";"2";"61577";"1422";"61580";"0";"????";"1422/61577";"1422/61577";"X";"0000";"-";"PHYS";"01:006:002:038:003";"0";"0"
"4440";"2";"61576";"1422";"61580";"0";"????";"1422/61576";"1422/61576";"X";"0000";"-";"PHYS";"01:006:002:038:004";"0";"0"
"4441";"2";"61575";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:039:000";"0";"0"
"4442";"2";"61570";"1422";"61575";"5626";"????";"1422/61570";"1422/61570";"X";"0000";"-";"PHYS";"01:006:002:039:001";"0";"0"
"4443";"2";"61569";"1422";"61575";"0";"????";"1422/61569";"1422/61569";"X";"0000";"-";"PHYS";"01:006:002:039:002";"0";"0"
"4444";"2";"61568";"1422";"61575";"0";"????";"1422/61568";"1422/61568";"X";"0000";"-";"PHYS";"01:006:002:039:003";"0";"0"
"4445";"2";"61567";"1422";"61575";"0";"????";"1422/61567";"1422/61567";"X";"0000";"-";"PHYS";"01:006:002:039:004";"0";"0"
"4446";"2";"61348";"1417";"65526";"0";"????";"1417/61348";"1417/61348";"X";"0000";"-";"PHYS";"01:006:002:040:000";"0";"0"
"4447";"2";"61566";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:041:000";"0";"0"
"4448";"2";"61565";"1422";"61566";"3661";"????";"1422/61565";"1422/61565";"X";"0000";"-";"PHYS";"01:006:002:041:001";"0";"0"
"4449";"2";"61564";"1422";"61566";"0";"????";"1422/61564";"1422/61564";"X";"0000";"-";"PHYS";"01:006:002:041:002";"0";"0"
"4450";"2";"61563";"1422";"61566";"0";"????";"1422/61563";"1422/61563";"X";"0000";"-";"PHYS";"01:006:002:041:003";"0";"0"
"4451";"2";"61562";"1422";"61566";"0";"????";"1422/61562";"1422/61562";"X";"0000";"-";"PHYS";"01:006:002:041:004";"0";"0"
"4452";"2";"61561";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:042:000";"0";"0"
"4453";"2";"61556";"1422";"61561";"3663";"????";"1422/61556";"1422/61556";"X";"0000";"-";"PHYS";"01:006:002:042:001";"0";"0"
"4454";"2";"61555";"1422";"61561";"0";"????";"1422/61555";"1422/61555";"X";"0000";"-";"PHYS";"01:006:002:042:002";"0";"0"
"4455";"2";"61554";"1422";"61561";"0";"????";"1422/61554";"1422/61554";"X";"0000";"-";"PHYS";"01:006:002:042:003";"0";"0"
"4456";"2";"61553";"1422";"61561";"0";"????";"1422/61553";"1422/61553";"X";"0000";"-";"PHYS";"01:006:002:042:004";"0";"0"
"4457";"2";"61552";"1417";"65526";"0";"????";"1417/61552";"1417/61552";"X";"0000";"-";"PHYS";"01:006:002:043:000";"0";"0"
"4458";"2";"61551";"1417";"65526";"0";"????";"1417/61551";"1417/61551";"X";"0000";"-";"PHYS";"01:006:002:044:000";"0";"0"
"4459";"2";"61550";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:045:000";"0";"0"
"4460";"2";"61549";"1422";"61550";"3371";"????";"1422/61549";"1422/61549";"X";"0000";"-";"PHYS";"01:006:002:045:001";"0";"0"
"4461";"2";"61548";"1422";"61550";"0";"????";"1422/61548";"1422/61548";"X";"0000";"-";"PHYS";"01:006:002:045:002";"0";"0"
"4462";"2";"61547";"1422";"61550";"0";"????";"1422/61547";"1422/61547";"X";"0000";"-";"PHYS";"01:006:002:045:003";"0";"0"
"4463";"2";"61546";"1422";"61550";"0";"????";"1422/61546";"1422/61546";"X";"0000";"-";"PHYS";"01:006:002:045:004";"0";"0"
"4464";"2";"61545";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:046:000";"0";"0"
"4465";"2";"61540";"1422";"61545";"3498";"????";"1422/61540";"1422/61540";"X";"0000";"-";"PHYS";"01:006:002:046:001";"0";"0"
"4466";"2";"61539";"1422";"61545";"0";"????";"1422/61539";"1422/61539";"X";"0000";"-";"PHYS";"01:006:002:046:002";"0";"0"
"4467";"2";"61538";"1422";"61545";"0";"????";"1422/61538";"1422/61538";"X";"0000";"-";"PHYS";"01:006:002:046:003";"0";"0"
"4468";"2";"61537";"1422";"61545";"0";"????";"1422/61537";"1422/61537";"X";"0000";"-";"PHYS";"01:006:002:046:004";"0";"0"
"4469";"2";"61536";"1417";"65526";"0";"????";"1417/61536";"1417/61536";"X";"0000";"-";"PHYS";"01:006:002:047:000";"0";"0"
"4470";"2";"61535";"1418";"65526";"0";"????";"1418/61535";"1418/61535";"X";"0000";"-";"PHYS";"01:006:002:048:000";"0";"0"
"4471";"2";"61534";"1417";"65526";"0";"????";"1417/61534";"1417/61534";"X";"0000";"-";"PHYS";"01:006:002:049:000";"0";"0"
"4472";"2";"61533";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:050:000";"0";"0"
"4473";"2";"61528";"1422";"61533";"3665";"????";"1422/61528";"1422/61528";"X";"0000";"-";"PHYS";"01:006:002:050:001";"0";"0"
"4474";"2";"61527";"1422";"61533";"0";"????";"1422/61527";"1422/61527";"X";"0000";"-";"PHYS";"01:006:002:050:002";"0";"0"
"4475";"2";"61526";"1422";"61533";"0";"????";"1422/61526";"1422/61526";"X";"0000";"-";"PHYS";"01:006:002:050:003";"0";"0"
"4476";"2";"61525";"1422";"61533";"0";"????";"1422/61525";"1422/61525";"X";"0000";"-";"PHYS";"01:006:002:050:004";"0";"0"
"4477";"2";"61524";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:051:000";"0";"0"
"4478";"2";"61523";"1422";"61524";"3667";"????";"1422/61523";"1422/61523";"X";"0000";"-";"PHYS";"01:006:002:051:001";"0";"0"
"4479";"2";"61522";"1422";"61524";"0";"????";"1422/61522";"1422/61522";"X";"0000";"-";"PHYS";"01:006:002:051:002";"0";"0"
"4480";"2";"61521";"1422";"61524";"0";"????";"1422/61521";"1422/61521";"X";"0000";"-";"PHYS";"01:006:002:051:003";"0";"0"
"4481";"2";"61520";"1422";"61524";"0";"????";"1422/61520";"1422/61520";"X";"0000";"-";"PHYS";"01:006:002:051:004";"0";"0"
"4482";"2";"61519";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:052:000";"0";"0"
"4483";"2";"61518";"1422";"61519";"3671";"????";"1422/61518";"1422/61518";"X";"0000";"-";"PHYS";"01:006:002:052:001";"0";"0"
"4484";"2";"61517";"1422";"61519";"0";"????";"1422/61517";"1422/61517";"X";"0000";"-";"PHYS";"01:006:002:052:002";"0";"0"
"4485";"2";"61516";"1422";"61519";"0";"????";"1422/61516";"1422/61516";"X";"0000";"-";"PHYS";"01:006:002:052:003";"0";"0"
"4486";"2";"61515";"1422";"61519";"0";"????";"1422/61515";"1422/61515";"X";"0000";"-";"PHYS";"01:006:002:052:004";"0";"0"
"4487";"2";"61514";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:053:000";"0";"0"
"4488";"2";"61509";"1422";"61514";"3669";"????";"1422/61509";"1422/61509";"X";"0000";"-";"PHYS";"01:006:002:053:001";"0";"0"
"4489";"2";"61508";"1422";"61514";"0";"????";"1422/61508";"1422/61508";"X";"0000";"-";"PHYS";"01:006:002:053:002";"0";"0"
"4490";"2";"61507";"1422";"61514";"0";"????";"1422/61507";"1422/61507";"X";"0000";"-";"PHYS";"01:006:002:053:003";"0";"0"
"4491";"2";"61506";"1422";"61514";"0";"????";"1422/61506";"1422/61506";"X";"0000";"-";"PHYS";"01:006:002:053:004";"0";"0"
"4492";"2";"61505";"1417";"65526";"0";"????";"1417/61505";"1417/61505";"X";"0000";"-";"PHYS";"01:006:002:054:000";"0";"0"
"4493";"2";"61504";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:055:000";"0";"0"
"4494";"2";"61499";"1422";"61504";"3500";"????";"1422/61499";"1422/61499";"X";"0000";"-";"PHYS";"01:006:002:055:001";"0";"0"
"4495";"2";"61498";"1422";"61504";"0";"????";"1422/61498";"1422/61498";"X";"0000";"-";"PHYS";"01:006:002:055:002";"0";"0"
"4496";"2";"61497";"1422";"61504";"0";"????";"1422/61497";"1422/61497";"X";"0000";"-";"PHYS";"01:006:002:055:003";"0";"0"
"4497";"2";"61496";"1422";"61504";"0";"????";"1422/61496";"1422/61496";"X";"0000";"-";"PHYS";"01:006:002:055:004";"0";"0"
"4498";"2";"61495";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:056:000";"0";"0"
"4499";"2";"61494";"1422";"61495";"5618";"????";"1422/61494";"1422/61494";"X";"0000";"-";"PHYS";"01:006:002:056:001";"0";"0"
"4500";"2";"61493";"1422";"61495";"0";"????";"1422/61493";"1422/61493";"X";"0000";"-";"PHYS";"01:006:002:056:002";"0";"0"
"4501";"2";"61492";"1422";"61495";"0";"????";"1422/61492";"1422/61492";"X";"0000";"-";"PHYS";"01:006:002:056:003";"0";"0"
"4502";"2";"61491";"1422";"61495";"0";"????";"1422/61491";"1422/61491";"X";"0000";"-";"PHYS";"01:006:002:056:004";"0";"0"
"4503";"2";"61490";"1417";"65526";"0";"????";"1417/61490";"1417/61490";"X";"0000";"-";"PHYS";"01:006:002:057:000";"0";"0"
"4504";"2";"61489";"1417";"65526";"0";"????";"1417/61489";"1417/61489";"X";"0000";"-";"PHYS";"01:006:002:058:000";"0";"0"
"4505";"2";"61488";"1417";"65526";"0";"????";"1417/61488";"1417/61488";"X";"0000";"-";"PHYS";"01:006:002:059:000";"0";"0"
"4506";"2";"61487";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:060:000";"0";"0"
"4507";"2";"61486";"1422";"61487";"3673";"????";"1422/61486";"1422/61486";"X";"0000";"-";"PHYS";"01:006:002:060:001";"0";"0"
"4508";"2";"61485";"1422";"61487";"0";"????";"1422/61485";"1422/61485";"X";"0000";"-";"PHYS";"01:006:002:060:002";"0";"0"
"4509";"2";"61484";"1422";"61487";"0";"????";"1422/61484";"1422/61484";"X";"0000";"-";"PHYS";"01:006:002:060:003";"0";"0"
"4510";"2";"61483";"1422";"61487";"0";"????";"1422/61483";"1422/61483";"X";"0000";"-";"PHYS";"01:006:002:060:004";"0";"0"
"4511";"2";"61482";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:061:000";"0";"0"
"4512";"2";"61481";"1422";"61482";"3506";"????";"1422/61481";"1422/61481";"X";"0000";"-";"PHYS";"01:006:002:061:001";"0";"0"
"4513";"2";"61480";"1422";"61482";"0";"????";"1422/61480";"1422/61480";"X";"0000";"-";"PHYS";"01:006:002:061:002";"0";"0"
"4514";"2";"61479";"1422";"61482";"0";"????";"1422/61479";"1422/61479";"X";"0000";"-";"PHYS";"01:006:002:061:003";"0";"0"
"4515";"2";"61478";"1422";"61482";"0";"????";"1422/61478";"1422/61478";"X";"0000";"-";"PHYS";"01:006:002:061:004";"0";"0"
"4516";"2";"61477";"1418";"65526";"0";"????";"1418/61477";"1418/61477";"X";"0000";"-";"PHYS";"01:006:002:062:000";"0";"0"
"4517";"2";"61476";"1417";"65526";"0";"????";"1417/61476";"1417/61476";"X";"0000";"-";"PHYS";"01:006:002:063:000";"0";"0"
"4518";"2";"61475";"1417";"65526";"0";"????";"1417/61475";"1417/61475";"X";"0000";"-";"PHYS";"01:006:002:064:000";"0";"0"
"4519";"2";"61474";"1417";"65526";"0";"????";"1417/61474";"1417/61474";"X";"0000";"-";"PHYS";"01:006:002:065:000";"0";"0"
"4520";"2";"61473";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:066:000";"0";"0"
"4521";"2";"61472";"1422";"61473";"3508";"????";"1422/61472";"1422/61472";"X";"0000";"-";"PHYS";"01:006:002:066:001";"0";"0"
"4522";"2";"61471";"1422";"61473";"0";"????";"1422/61471";"1422/61471";"X";"0000";"-";"PHYS";"01:006:002:066:002";"0";"0"
"4523";"2";"61470";"1422";"61473";"0";"????";"1422/61470";"1422/61470";"X";"0000";"-";"PHYS";"01:006:002:066:003";"0";"0"
"4524";"2";"61469";"1422";"61473";"0";"????";"1422/61469";"1422/61469";"X";"0000";"-";"PHYS";"01:006:002:066:004";"0";"0"
"4525";"2";"61468";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:067:000";"0";"0"
"4526";"2";"61463";"1422";"61468";"3391";"????";"1422/61463";"1422/61463";"X";"0000";"-";"PHYS";"01:006:002:067:001";"0";"0"
"4527";"2";"61462";"1422";"61468";"0";"????";"1422/61462";"1422/61462";"X";"0000";"-";"PHYS";"01:006:002:067:002";"0";"0"
"4528";"2";"61461";"1422";"61468";"0";"????";"1422/61461";"1422/61461";"X";"0000";"-";"PHYS";"01:006:002:067:003";"0";"0"
"4529";"2";"61460";"1422";"61468";"0";"????";"1422/61460";"1422/61460";"X";"0000";"-";"PHYS";"01:006:002:067:004";"0";"0"
"4530";"2";"61459";"1418";"65526";"0";"????";"1418/61459";"1418/61459";"X";"0000";"-";"PHYS";"01:006:002:068:000";"0";"0"
"4531";"2";"61458";"1417";"65526";"0";"????";"1417/61458";"1417/61458";"X";"0000";"-";"PHYS";"01:006:002:069:000";"0";"0"
"4532";"2";"61457";"1417";"65526";"0";"????";"1417/61457";"1417/61457";"X";"0000";"-";"PHYS";"01:006:002:070:000";"0";"0"
"4533";"2";"61456";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:071:000";"0";"0"
"4534";"2";"61455";"1422";"61456";"3365";"????";"1422/61455";"1422/61455";"X";"0000";"-";"PHYS";"01:006:002:071:001";"0";"0"
"4535";"2";"61454";"1422";"61456";"0";"????";"1422/61454";"1422/61454";"X";"0000";"-";"PHYS";"01:006:002:071:002";"0";"0"
"4536";"2";"61453";"1422";"61456";"0";"????";"1422/61453";"1422/61453";"X";"0000";"-";"PHYS";"01:006:002:071:003";"0";"0"
"4537";"2";"61452";"1422";"61456";"0";"????";"1422/61452";"1422/61452";"X";"0000";"-";"PHYS";"01:006:002:071:004";"0";"0"
"4538";"2";"61451";"1419";"65526";"0";"????";"1#裙房区主机 / 2F-2回路";"";"X";"0000";"-";"PHYS";"01:006:002:072:000";"0";"0"
"4539";"2";"61446";"1422";"61451";"3389";"????";"1422/61446";"1422/61446";"X";"0000";"-";"PHYS";"01:006:002:072:001";"0";"0"
